Actual Plant 코드,Actual Plant 명,Ship-to party,Shipment Route,Region Code,광역도시,시군구
11R2,평택RDC,KH01277,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KH02141,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KH05572,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KH09882,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KP11299,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KP11304,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KP11435,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KP11782,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,KP12207,KRDB70,EEA,충청남도,서산시
11R2,평택RDC,3013501,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,3020019,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,6225,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,7023,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,786,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,9341,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,9928,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH00788,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH02095,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH06942,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH08110,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH10269,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH10474,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH10945,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH10959,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH10969,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH11024,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH11042,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH11116,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH11255,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KH11290,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP11871,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP12596,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP12774,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP12910,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP12970,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13085,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13249,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13267,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13268,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13662,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13678,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,KP13811,KRDB90,DOA,충청남도,아산시
11R2,평택RDC,10290,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,5980,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,KH02570,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,KH09755,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,KP11253,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,KP12227,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,KP12736,KRDBA0,DRA,충청남도,예산군
11R2,평택RDC,10359,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,10636,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,3002448,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,3002496,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,3012696,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,3022051,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,4403,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,5481,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,6494,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,6763,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,815,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,817,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KH00521,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KH06151,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KH09834,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KH10103,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KH11026,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KH11387,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP11614,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP12148,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP12693,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP12714,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP12863,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP13230,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP13286,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP13402,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP13644,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,KP13746,KRDBB0,DLA,충청남도,천안시 동남구
11R2,평택RDC,10221,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,3013394,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,3022,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,5932,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,7270,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,8105,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,8988,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,9493,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,9672,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH00980,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH02159,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH08535,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH09588,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH09997,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH10273,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH10435,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH10767,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KH10968,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP11333,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP12082,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP12597,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP12601,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP13013,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP13055,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP13442,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP13452,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP13469,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,KP13721,KRDBB1,DLA,충청남도,천안시 서북구
11R2,평택RDC,4691,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,6156,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,6756,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,9678,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,KH09073,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,KH09603,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,KH09703,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,KH09906,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,KP11224,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,KP11562,KRDBD0,EFA,충청남도,태안군
11R2,평택RDC,10561,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,10637,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,6432,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,900,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,901,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,9964,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KH02111,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KH10956,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KH11018,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KP11216,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KP11556,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KP12410,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,KP13315,KRDBE0,EAA,충청남도,홍성군
11R2,평택RDC,3020406,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,7737,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,853,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,9121,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,9638,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KH00752,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KH09639,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KH10747,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KH11051,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KP11064,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KP11706,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KP12202,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KP12984,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,KP13671,KRDA50,ELA,충청북도,음성군
11R2,평택RDC,3019229,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,7586,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,835,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KH10434,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KP11058,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KP11478,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KP12721,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KP12915,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KP13024,KRDA80,EJA,충청북도,진천군
11R2,평택RDC,KP13208,KRDA80,EJA,충청북도,진천군
